,Age
62679,24.0
62680,27.0
62681,26.0
62682,26.0
62683,25.0
62684,29.0
62685,29.0
62686,27.0
62687,35.0
62688,30.0
62689,38.0
62690,25.0
62691,25.0
62692,35.0
62693,27.0
62694,33.0
62695,29.0
62696,40.0
62697,23.0
62698,31.0
62699,26.0
62700,40.0
62701,33.0
62702,23.0
62703,36.0
62704,22.0
62705,22.0
62706,25.0
62707,31.0
62708,36.0
62709,32.0
62710,27.0
62711,41.0
62712,27.0
62713,36.0
62714,33.0
62715,21.0
62716,27.0
62717,35.0
62718,35.0
62719,29.0
62720,38.0
62721,31.0
62722,23.0
62723,28.0
62724,29.0
62725,25.0
62726,26.0
62727,28.0
62728,30.0
62729,33.0
62730,30.0
62731,46.0
62732,31.0
62733,26.0
62734,28.0
62735,27.0
62736,25.0
62737,27.0
62738,32.0
62739,54.0
62740,45.0
62741,33.0
62742,26.0
62743,30.0
62744,30.0
62745,21.0
62746,31.0
62747,29.0
62748,24.0
62749,24.0
62750,27.0
62751,30.0
62752,27.0
62753,27.0
62754,24.0
62755,37.0
62756,25.0
62757,23.0
62758,25.0
62759,26.0
62760,50.0
62761,27.0
62762,21.0
62763,25.0
62764,34.0
62765,24.0
62766,38.0
62767,30.0
62768,46.0
62769,35.0
62770,49.0
62771,23.0
62772,30.0
62773,23.0
62774,32.0
62775,32.0
62776,27.0
62777,24.0
62778,38.0
62779,35.0
62780,22.0
62781,23.0
62782,35.0
62783,31.0
62784,23.0
62785,31.0
62786,27.0
62787,27.0
62788,28.0
62789,35.0
62790,37.0
62791,34.0
62792,30.0
62793,33.0
62794,56.0
62795,30.0
62796,28.0
62797,24.0
62798,36.0
62799,29.0
62800,41.0
62801,33.0
62802,24.0
62803,21.0
62804,26.0
62805,31.0
62806,24.0
62807,34.0
62808,28.0
62809,29.0
62810,31.0
62811,31.0
62812,23.0
62813,26.0
62814,30.0
62815,28.0
62816,29.0
62817,37.0
62818,36.0
62819,29.0
62820,25.0
62821,45.0
62822,29.0
62823,30.0
62824,30.0
62825,33.0
62826,24.0
62827,29.0
62828,38.0
62829,25.0
62830,34.0
62831,24.0
62832,22.0
62833,40.0
62834,29.0
62835,30.0
62836,37.0
62837,25.0
62838,32.0
62839,31.0
62840,53.0
62841,25.0
62842,23.0
62843,25.0
62844,28.0
62845,35.0
62846,32.0
62847,34.0
62848,34.0
62849,26.0
62850,28.0
62851,35.0
62852,45.0
62853,39.0
62854,35.0
62855,35.0
62856,27.0
62857,40.0
62858,31.0
62859,49.0
62860,22.0
62861,24.0
62862,22.0
62863,34.0
62864,29.0
62865,29.0
62866,30.0
62867,41.0
62868,22.0
62869,45.0
62870,48.0
62871,40.0
62872,31.0
62873,30.0
62874,26.0
62875,27.0
62876,22.0
62877,21.0
62878,33.0
62879,31.0
62880,28.0
62881,36.0
62882,24.0
62883,28.0
62884,41.0
62885,24.0
62886,24.0
62887,28.0
62888,35.0
62889,36.0
62890,31.0
62891,25.0
62892,33.0
62893,34.0
62894,34.0
62895,28.0
62896,30.0
62897,24.0
62898,51.0
62899,45.0
62900,27.0
62901,36.0
62902,29.0
62903,25.0
62904,27.0
62905,34.0
62906,46.0
62907,25.0
62908,47.0
62909,34.0
62910,28.0
62911,52.0
62912,46.0
62913,47.0
62914,32.0
62915,34.0
62916,26.0
62917,36.0
62918,36.0
62919,28.0
62920,27.0
62921,29.0
62922,24.0
62923,41.0
62924,24.0
62925,35.0
62926,34.0
62927,30.0
62928,23.0
62929,28.0
62930,34.0
62931,32.0
62932,24.0
62933,47.0
62934,24.0
62935,26.0
62936,20.0
62937,26.0
62938,33.0
62939,25.0
62940,36.0
62941,28.0
62942,29.0
62943,28.0
62944,26.0
62945,46.0
62946,26.0
62947,31.0
62948,24.0
62949,34.0
62950,30.0
62951,27.0
62952,29.0
62953,39.0
62954,35.0
62955,25.0
62956,28.0
62957,26.0
62958,38.0
62959,29.0
62960,33.0
62961,34.0
62962,26.0
62963,43.0
62964,44.0
62965,26.0
62966,22.0
62967,24.0
62968,27.0
62969,23.0
62970,31.0
62971,43.0
62972,30.0
62973,28.0
62974,26.0
62975,33.0
62976,23.0
62977,29.0
62978,27.0
62979,34.0
62980,39.0
62981,30.0
62982,25.0
62983,34.0
62984,30.0
62985,36.0
62986,29.0
62987,34.0
62988,24.0
62989,32.0
62990,29.0
62991,24.0
62992,27.0
62993,28.0
62994,45.0
62995,35.0
62996,27.0
62997,26.0
62998,26.0
62999,23.0
63000,31.0
63001,30.0
63002,34.0
63003,33.0
63004,64.0
63005,28.0
63006,26.0
63007,34.0
63008,28.0
63009,30.0
63010,38.0
63011,25.0
63012,29.0
63013,23.0
63014,28.0
63015,39.0
63016,37.0
63017,26.0
63018,26.0
63019,23.0
63020,53.0
63021,30.0
63022,23.0
63023,35.0
63024,40.0
63025,26.0
63026,25.0
63027,24.0
63028,35.0
63029,22.0
63030,27.0
63031,27.0
63032,24.0
63033,28.0
63034,32.0
63035,28.0
63036,24.0
63037,24.0
63038,32.0
63039,33.0
63040,32.0
63041,38.0
63042,31.0
63043,23.0
63044,27.0
63045,29.0
63046,36.0
63047,36.0
63048,27.0
63049,28.0
63050,30.0
63051,22.0
63052,25.0
63053,30.0
63054,29.0
63055,26.0
63056,56.0
63057,26.0
63058,22.0
63059,27.0
63060,33.0
63061,38.0
63062,32.0
63063,26.0
63064,29.0
63065,26.0
63066,23.0
63067,27.0
63068,27.0
63069,50.0
63070,25.0
63071,22.0
63072,27.0
63073,34.0
63074,28.0
63075,34.0
63076,31.0
63077,31.0
63078,26.0
63079,28.0
63080,28.0
63081,24.0
63082,31.0
63083,26.0
63084,33.0
63085,32.0
63086,44.0
63087,23.0
63088,29.0
63089,54.0
63090,34.0
63091,27.0
63092,26.0
63093,35.0
63094,29.0
63095,25.0
63096,35.0
63097,32.0
63098,25.0
63099,33.0
63100,26.0
63101,23.0
63102,23.0
63103,35.0
63104,29.0
63105,31.0
63106,30.0
63107,32.0
63108,27.0
63109,33.0
63110,31.0
63111,29.0
63112,28.0
63113,32.0
63114,25.0
63115,29.0
63116,25.0
63117,45.0
63118,27.0
63119,26.0
63120,28.0
63121,26.0
63122,45.0
63123,27.0
63124,48.0
63125,23.0
63126,33.0
63127,40.0
63128,26.0
63129,33.0
63130,26.0
63131,27.0
63132,40.0
63133,26.0
63134,27.0
63135,32.0
63136,26.0
63137,31.0
63138,36.0
63139,32.0
63140,38.0
63141,30.0
63142,24.0
63143,28.0
63144,33.0
63145,29.0
63146,31.0
63147,35.0
63148,37.0
63149,35.0
63150,27.0
63151,27.0
63152,27.0
63153,22.0
63154,36.0
63155,23.0
63156,30.0
63157,43.0
63158,26.0
63159,27.0
63160,34.0
63161,26.0
63162,40.0
63163,26.0
63164,35.0
63165,32.0
63166,27.0
63167,26.0
63168,23.0
63169,27.0
63170,38.0
63171,33.0
63172,31.0
63173,26.0
63174,28.0
63175,32.0
63176,30.0
63177,29.0
63178,27.0
63179,26.0
63180,31.0
63181,35.0
63182,27.0
63183,25.0
63184,30.0
63185,27.0
63186,25.0
63187,23.0
63188,26.0
63189,27.0
63190,26.0
63191,45.0
63192,29.0
63193,31.0
63194,26.0
63195,32.0
63196,39.0
63197,24.0
63198,31.0
63199,31.0
63200,23.0
63201,25.0
63202,28.0
63203,29.0
63204,31.0
63205,26.0
63206,26.0
63207,26.0
63208,28.0
63209,41.0
63210,27.0
63211,30.0
63212,30.0
63213,51.0
63214,31.0
63215,30.0
63216,37.0
63217,33.0
63218,23.0
63219,26.0
63220,19.0
63221,35.0
63222,32.0
63223,38.0
63224,25.0
63225,35.0
63226,24.0
63227,30.0
63228,45.0
63229,25.0
63230,100.0
63231,25.0
63232,29.0
63233,34.0
63234,53.0
63235,29.0
63236,27.0
63237,29.0
63238,31.0
63239,24.0
63240,33.0
63241,26.0
63242,30.0
63243,43.0
63244,35.0
63245,28.0
63246,25.0
63247,24.0
63248,35.0
63249,33.0
63250,28.0
63251,37.0
63252,50.0
63253,28.0
63254,29.0
63255,26.0
63256,18.0
63257,26.0
63258,25.0
63259,39.0
63260,29.0
63261,34.0
63262,25.0
63263,27.0
63264,30.0
63265,25.0
63266,28.0
63267,28.0
63268,27.0
63269,22.0
63270,37.0
63271,35.0
63272,38.0
63273,23.0
63274,25.0
63275,29.0
63276,32.0
63277,25.0
63278,28.0
63279,48.0
63280,52.0
63281,22.0
63282,24.0
63283,34.0
63284,23.0
63285,25.0
63286,31.0
63287,28.0
63288,48.0
63289,24.0
63290,34.0
63291,28.0
63292,33.0
63293,23.0
63294,26.0
63295,23.0
63296,33.0
63297,55.0
63298,28.0
63299,28.0
63300,36.0
63301,25.0
63302,36.0
63303,33.0
63304,25.0
63305,26.0
63306,24.0
63307,32.0
63308,39.0
63309,32.0
63310,28.0
63311,25.0
63312,23.0
63313,27.0
63314,26.0
63315,32.0
63316,29.0
63317,36.0
63318,26.0
63319,34.0
63320,59.0
63321,29.0
63322,28.0
63323,36.0
63324,31.0
63325,23.0
63326,26.0
63327,27.0
63328,55.0
63329,24.0
63330,38.0
63331,35.0
63332,28.0
63333,34.0
63334,23.0
63335,39.0
63336,43.0
63337,32.0
63338,28.0
63339,26.0
63340,27.0
63341,25.0
63342,28.0
63343,29.0
63344,35.0
63345,28.0
63346,30.0
63347,56.0
63348,48.0
63349,28.0
63350,32.0
63351,52.0
63352,33.0
63353,29.0
63354,23.0
63355,36.0
63356,23.0
63357,24.0
63358,33.0
63359,35.0
63360,32.0
63361,39.0
63362,31.0
63363,37.0
63364,26.0
63365,22.0
63366,27.0
63367,33.0
63368,33.0
63369,40.0
63370,31.0
63371,23.0
63372,34.0
63373,25.0
63374,25.0
63375,36.0
63376,30.0
63377,29.0
63378,28.0
63379,31.0
63380,36.0
63381,23.0
63382,33.0
63383,24.0
63384,25.0
63385,22.0
63386,37.0
63387,30.0
63388,28.0
63389,35.0
63390,31.0
63391,28.0
63392,31.0
63393,28.0
63394,28.0
63395,25.0
63396,26.0
63397,34.0
63398,30.0
63399,26.0
63400,31.0
63401,30.0
63402,25.0
63403,24.0
63404,26.0
63405,27.0
63406,26.0
63407,35.0
63408,35.0
63409,29.0
63410,26.0
63411,26.0
63412,43.0
63413,31.0
63414,28.0
63415,28.0
63416,25.0
63417,22.0
63418,25.0
63419,30.0
63420,28.0
63421,34.0
63422,26.0
63423,27.0
63424,36.0
63425,33.0
63426,31.0
63427,30.0
63428,25.0
63429,24.0
63430,43.0
63431,23.0
63432,29.0
63433,30.0
63434,29.0
63435,39.0
63436,22.0
63437,26.0
63438,31.0
63439,34.0
63440,32.0
63441,29.0
63442,40.0
63443,30.0
63444,21.0
63445,28.0
63446,27.0
63447,52.0
63448,32.0
63449,35.0
63450,36.0
63451,31.0
63452,29.0
63453,52.0
63454,27.0
63455,32.0
63456,37.0
63457,48.0
63458,37.0
63459,32.0
63460,43.0
63461,24.0
63462,31.0
63463,43.0
63464,25.0
63465,27.0
63466,29.0
63467,27.0
63468,35.0
63469,30.0
63470,30.0
63471,27.0
63472,36.0
63473,28.0
63474,32.0
63475,26.0
63476,28.0
63477,28.0
63478,31.0
63479,32.0
63480,35.0
63481,29.0
63482,30.0
63483,25.0
63484,32.0
63485,30.0
63486,26.0
63487,30.0
63488,26.0
63489,36.0
63490,25.0
63491,30.0
63492,27.0
63493,32.0
63494,25.0
63495,31.0
63496,27.0
63497,22.0
63498,45.0
63499,28.0
63500,43.0
63501,30.0
63502,34.0
63503,38.0
63504,39.0
63505,23.0
63506,25.0
63507,27.0
63508,29.0
63509,35.0
63510,29.0
63511,36.0
63512,37.0
63513,37.0
63514,28.0
63515,24.0
63516,34.0
63517,28.0
63518,31.0
63519,32.0
63520,53.0
63521,29.0
63522,29.0
63523,29.0
63524,33.0
63525,29.0
63526,33.0
63527,35.0
63528,34.0
63529,27.0
63530,41.0
63531,25.0
63532,25.0
63533,20.0
63534,46.0
63535,29.0
63536,30.0
63537,34.0
63538,25.0
63539,30.0
63540,26.0
63541,24.0
63542,29.0
63543,21.0
63544,34.0
63545,21.0
63546,29.0
63547,25.0
63548,24.0
63549,21.0
63550,41.0
63551,32.0
63552,33.0
63553,32.0
63554,31.0
63555,26.0
63556,26.0
63557,39.0
63558,27.0
63559,29.0
63560,38.0
63561,31.0
63562,36.0
63563,28.0
63564,29.0
63565,31.0
63566,33.0
63567,34.0
63568,23.0
63569,31.0
63570,34.0
63571,39.0
63572,26.0
63573,33.0
63574,36.0
63575,45.0
63576,33.0
63577,26.0
63578,30.0
63579,26.0
63580,28.0
63581,49.0
63582,35.0
63583,26.0
63584,44.0
63585,40.0
63586,31.0
63587,32.0
63588,26.0
63589,31.0
63590,25.0
63591,25.0
63592,25.0
63593,23.0
63594,26.0
63595,28.0
63596,26.0
63597,28.0
63598,23.0
63599,27.0
63600,36.0
63601,25.0
63602,51.0
63603,30.0
63604,28.0
63605,32.0
63606,31.0
63607,32.0
63608,32.0
63609,27.0
63610,33.0
63611,23.0
63612,32.0
63613,35.0
63614,27.0
63615,24.0
63616,35.0
63617,26.0
63618,32.0
63619,24.0
63620,52.0
63621,28.0
63622,23.0
63623,25.0
63624,37.0
63625,33.0
63626,28.0
63627,30.0
63628,24.0
63629,32.0
63630,29.0
63631,27.0
63632,57.0
63633,33.0
63634,28.0
63635,24.0
63636,26.0
63637,25.0
63638,25.0
63639,46.0
63640,43.0
63641,32.0
63642,24.0
63643,24.0
63644,44.0
63645,29.0
63646,35.0
63647,32.0
63648,38.0
63649,27.0
63650,27.0
63651,27.0
63652,34.0
63653,28.0
63654,25.0
63655,45.0
63656,30.0
63657,24.0
63658,25.0
63659,30.0
63660,32.0
63661,29.0
63662,27.0
63663,29.0
63664,26.0
63665,31.0
63666,37.0
63667,28.0
63668,24.0
63669,33.0
63670,33.0
63671,32.0
63672,27.0
63673,26.0
63674,26.0
63675,19.0
63676,31.0
63677,35.0
63678,27.0
63679,26.0
63680,35.0
63681,32.0
63682,27.0
63683,23.0
63684,22.0
63685,31.0
63686,29.0
63687,26.0
63688,30.0
63689,28.0
63690,22.0
63691,27.0
63692,33.0
63693,24.0
63694,31.0
63695,32.0
63696,45.0
63697,31.0
63698,29.0
63699,45.0
63700,30.0
63701,23.0
63702,40.0
63703,27.0
63704,34.0
63705,24.0
63706,30.0
63707,28.0
63708,38.0
63709,29.0
63710,35.0
63711,27.0
63712,24.0
63713,25.0
63714,37.0
63715,22.0
63716,25.0
63717,40.0
63718,34.0
63719,27.0
63720,36.0
63721,29.0
63722,28.0
63723,53.0
63724,27.0
63725,34.0
63726,24.0
63727,45.0
63728,27.0
63729,31.0
63730,25.0
63731,25.0
63732,26.0
63733,28.0
63734,28.0
63735,25.0
63736,36.0
63737,33.0
63738,26.0
63739,28.0
63740,21.0
63741,24.0
63742,34.0
63743,40.0
63744,21.0
63745,27.0
63746,29.0
63747,31.0
63748,30.0
63749,42.0
63750,25.0
63751,29.0
63752,27.0
63753,32.0
63754,34.0
63755,33.0
63756,29.0
63757,25.0
63758,28.0
63759,26.0
63760,24.0
63761,30.0
63762,47.0
63763,27.0
63764,20.0
63765,26.0
63766,30.0
63767,62.0
63768,28.0
63769,36.0
63770,30.0
63771,32.0
63772,38.0
63773,35.0
63774,37.0
63775,24.0
63776,27.0
63777,31.0
63778,27.0
63779,24.0
63780,31.0
63781,37.0
63782,28.0
63783,34.0
63784,26.0
63785,36.0
63786,29.0
63787,27.0
63788,28.0
63789,27.0
63790,35.0
63791,24.0
63792,29.0
63793,38.0
63794,27.0
63795,29.0
63796,27.0
63797,29.0
63798,34.0
63799,28.0
63800,30.0
63801,37.0
63802,32.0
63803,29.0
63804,27.0
63805,29.0
63806,28.0
63807,27.0
63808,32.0
63809,26.0
63810,26.0
63811,36.0
63812,46.0
63813,27.0
63814,29.0
63815,26.0
63816,26.0
63817,18.0
63818,28.0
63819,21.0
63820,28.0
63821,30.0
63822,29.0
63823,26.0
63824,34.0
63825,25.0
63826,26.0
63827,37.0
63828,35.0
63829,32.0
63830,30.0
63831,27.0
63832,25.0
63833,28.0
63834,31.0
63835,27.0
63836,29.0
63837,28.0
63838,36.0
63839,36.0
63840,26.0
63841,30.0
63842,26.0
63843,21.0
63844,24.0
63845,36.0
63846,22.0
63847,33.0
63848,26.0
63849,21.0
63850,24.0
63851,29.0
63852,37.0
63853,25.0
63854,31.0
63855,31.0
63856,40.0
63857,32.0
63858,55.0
63859,26.0
63860,26.0
63861,33.0
63862,39.0
63863,39.0
63864,30.0
63865,35.0
63866,28.0
63867,33.0
63868,31.0
63869,26.0
63870,37.0
63871,19.0
63872,31.0
63873,25.0
63874,43.0
63875,28.0
63876,22.0
63877,20.0
63878,28.0
63879,39.0
63880,31.0
63881,25.0
63882,32.0
63883,30.0
63884,23.0
63885,33.0
63886,26.0
63887,37.0
63888,54.0
63889,20.0
63890,33.0
63891,32.0
63892,30.0
63893,33.0
63894,30.0
63895,29.0
63896,36.0
63897,28.0
63898,25.0
63899,28.0
63900,26.0
63901,42.0
63902,24.0
63903,41.0
63904,28.0
63905,24.0
63906,32.0
63907,31.0
63908,43.0
63909,29.0
63910,24.0
63911,26.0
63912,27.0
63913,26.0
63914,32.0
63915,35.0
63916,32.0
63917,35.0
63918,30.0
63919,28.0
63920,29.0
63921,23.0
63922,28.0
63923,43.0
63924,21.0
63925,27.0
63926,27.0
63927,27.0
63928,24.0
63929,49.0
63930,24.0
63931,26.0
63932,23.0
63933,21.0
63934,33.0
63935,31.0
63936,30.0
63937,30.0
63938,26.0
63939,39.0
63940,28.0
63941,29.0
63942,26.0
63943,22.0
63944,37.0
63945,24.0
63946,27.0
63947,28.0
63948,28.0
63949,45.0
63950,30.0
63951,46.0
63952,30.0
63953,29.0
63954,24.0
63955,25.0
63956,28.0
63957,24.0
63958,30.0
63959,25.0
63960,29.0
63961,35.0
63962,31.0
63963,24.0
63964,28.0
63965,30.0
63966,28.0
63967,27.0
63968,27.0
63969,25.0
63970,27.0
63971,36.0
63972,28.0
63973,23.0
63974,29.0
63975,36.0
63976,33.0
63977,33.0
63978,33.0
63979,25.0
63980,30.0
63981,31.0
63982,24.0
63983,44.0
63984,24.0
63985,34.0
63986,41.0
63987,32.0
63988,29.0
63989,37.0
63990,45.0
63991,24.0
63992,27.0
63993,53.0
63994,26.0
63995,33.0
63996,34.0
63997,25.0
63998,25.0
63999,32.0
64000,32.0
64001,27.0
64002,48.0
64003,29.0
64004,26.0
64005,28.0
64006,27.0
64007,39.0
64008,44.0
64009,31.0
64010,37.0
64011,34.0
64012,29.0
64013,29.0
64014,25.0
64015,30.0
64016,44.0
64017,39.0
64018,27.0
64019,23.0
64020,26.0
64021,35.0
64022,52.0
64023,33.0
64024,34.0
64025,38.0
64026,49.0
64027,41.0
64028,30.0
64029,26.0
64030,28.0
64031,34.0
64032,27.0
64033,31.0
64034,31.0
64035,27.0
64036,21.0
64037,25.0
64038,29.0
64039,26.0
64040,45.0
64041,30.0
64042,30.0
64043,36.0
64044,24.0
64045,44.0
64046,39.0
64047,43.0
64048,25.0
64049,34.0
64050,33.0
64051,35.0
64052,35.0
64053,31.0
64054,33.0
64055,24.0
64056,28.0
64057,37.0
64058,30.0
64059,32.0
64060,33.0
64061,30.0
64062,32.0
64063,30.0
64064,26.0
64065,29.0
64066,34.0
64067,32.0
64068,31.0
64069,22.0
64070,27.0
64071,33.0
64072,38.0
64073,26.0
64074,27.0
64075,23.0
64076,41.0
64077,30.0
64078,36.0
64079,32.0
64080,25.0
64081,34.0
64082,36.0
64083,24.0
64084,33.0
64085,29.0
64086,26.0
64087,30.0
64088,26.0
64089,33.0
64090,31.0
64091,47.0
64092,34.0
64093,29.0
64094,35.0
64095,27.0
64096,27.0
64097,26.0
64098,34.0
64099,29.0
64100,45.0
64101,23.0
64102,26.0
64103,36.0
64104,44.0
64105,24.0
64106,29.0
64107,23.0
64108,24.0
64109,27.0
64110,26.0
64111,25.0
64112,26.0
64113,43.0
64114,36.0
64115,39.0
64116,32.0
64117,33.0
64118,27.0
64119,37.0
64120,30.0
64121,28.0
64122,28.0
64123,27.0
64124,31.0
64125,22.0
64126,35.0
64127,31.0
64128,26.0
64129,27.0
64130,25.0
64131,30.0
64132,25.0
64133,26.0
64134,27.0
64135,23.0
64136,36.0
64137,30.0
64138,24.0
64139,30.0
64140,24.0
64141,23.0
64142,26.0
64143,26.0
64144,33.0
64145,26.0
64146,30.0
64147,30.0
64148,23.0
64149,25.0
64150,32.0
64151,34.0
64152,23.0
64153,32.0
64154,35.0
64155,30.0
64156,32.0
64157,36.0
64158,32.0
64159,23.0
64160,25.0
64161,33.0
64162,24.0
64163,41.0
64164,33.0
64165,34.0
64166,26.0
64167,30.0
64168,56.0
64169,28.0
64170,29.0
64171,37.0
64172,37.0
64173,33.0
64174,35.0
64175,24.0
64176,37.0
64177,29.0
64178,35.0
64179,45.0
64180,25.0
64181,31.0
64182,28.0
64183,22.0
64184,48.0
64185,31.0
64186,29.0
64187,25.0
64188,23.0
64189,30.0
64190,32.0
64191,25.0
64192,28.0
64193,33.0
64194,27.0
64195,31.0
64196,26.0
64197,28.0
64198,27.0
64199,30.0
64200,49.0
64201,27.0
64202,29.0
64203,25.0
64204,21.0
64205,34.0
64206,33.0
64207,26.0
64208,24.0
64209,33.0
64210,30.0
64211,26.0
64212,33.0
64213,28.0
64214,25.0
64215,24.0
64216,18.0
64217,19.0
64218,28.0
64219,23.0
64220,29.0
64221,29.0
64222,26.0
64223,25.0
64224,27.0
64225,30.0
64226,28.0
64227,50.0
64228,26.0
64229,28.0
64230,27.0
64231,24.0
64232,30.0
64233,21.0
64234,29.0
64235,34.0
64236,24.0
64237,31.0
64238,29.0
64239,27.0
64240,28.0
64241,24.0
64242,25.0
64243,23.0
64244,36.0
64245,29.0
64246,19.0
64247,31.0
64248,30.0
64249,30.0
64250,53.0
64251,23.0
64252,45.0
64253,28.0
64254,33.0
64255,34.0
64256,22.0
64257,25.0
64258,25.0
64259,33.0
64260,37.0
64261,31.0
64262,38.0
64263,33.0
64264,35.0
64265,44.0
64266,25.0
64267,24.0
64268,27.0
64269,28.0
64270,26.0
64271,38.0
64272,30.0
64273,31.0
64274,30.0
64275,26.0
64276,31.0
64277,35.0
64278,22.0
64279,24.0
64280,36.0
64281,27.0
64282,34.0
64283,30.0
64284,31.0
64285,26.0
64286,30.0
64287,32.0
64288,35.0
64289,30.0
64290,31.0
64291,32.0
64292,27.0
64293,27.0
64294,24.0
64295,22.0
64296,24.0
64297,24.0
64298,30.0
64299,29.0
64300,22.0
64301,37.0
64302,37.0
64303,53.0
64304,39.0
64305,35.0
64306,29.0
64307,32.0
64308,43.0
64309,36.0
64310,32.0
64311,36.0
64312,29.0
64313,27.0
64314,65.0
64315,26.0
64316,40.0
64317,30.0
64318,35.0
64319,36.0
64320,26.0
64321,23.0
64322,24.0
64323,28.0
64324,37.0
64325,25.0
64326,26.0
64327,31.0
64328,31.0
64329,28.0
64330,30.0
64331,28.0
64332,40.0
64333,29.0
64334,30.0
64335,29.0
64336,32.0
64337,29.0
64338,28.0
64339,37.0
64340,26.0
64341,28.0
64342,30.0
64343,33.0
64344,29.0
64345,29.0
64346,59.0
64347,35.0
64348,26.0
64349,32.0
64350,37.0
64351,26.0
64352,23.0
64353,34.0
64354,29.0
64355,24.0
64356,28.0
64357,24.0
64358,39.0
64359,27.0
64360,46.0
64361,56.0
64362,32.0
64363,27.0
64364,25.0
64365,38.0
64366,31.0
64367,23.0
64368,42.0
64369,31.0
64370,55.0
64371,50.0
64372,27.0
64373,39.0
64374,27.0
64375,31.0
64376,56.0
64377,31.0
64378,27.0
64379,22.0
64380,31.0
64381,24.0
64382,41.0
64383,34.0
64384,27.0
64385,28.0
64386,34.0
64387,33.0
64388,30.0
64389,26.0
64390,24.0
64391,30.0
64392,25.0
64393,33.0
64394,35.0
64395,24.0
64396,23.0
64397,27.0
64398,32.0
64399,29.0
64400,23.0
64401,37.0
64402,30.0
64403,28.0
64404,30.0
64405,37.0
64406,25.0
64407,28.0
64408,39.0
64409,27.0
64410,31.0
64411,34.0
64412,31.0
64413,25.0
64414,57.0
64415,31.0
64416,40.0
64417,28.0
64418,26.0
64419,36.0
64420,28.0
64421,28.0
64422,35.0
64423,32.0
64424,30.0
64425,47.0
64426,29.0
64427,34.0
64428,29.0
64429,47.0
64430,31.0
64431,46.0
64432,27.0
64433,28.0
64434,40.0
64435,31.0
64436,23.0
64437,48.0
64438,26.0
64439,36.0
64440,26.0
64441,25.0
64442,31.0
64443,34.0
64444,27.0
64445,30.0
64446,38.0
64447,31.0
64448,36.0
64449,29.0
64450,30.0
64451,31.0
64452,27.0
64453,32.0
64454,28.0
64455,27.0
64456,26.0
64457,37.0
64458,35.0
64459,21.0
64460,26.0
64461,26.0
64462,32.0
64463,29.0
64464,27.0
64465,25.0
64466,24.0
64467,34.0
64468,38.0
64469,51.0
64470,26.0
64471,27.0
64472,32.0
64473,25.0
64474,23.0
64475,47.0
64476,32.0
64477,45.0
64478,24.0
64479,37.0
64480,30.0
64481,25.0
64482,38.0
64483,25.0
64484,35.0
64485,30.0
64486,51.0
64487,45.0
64488,34.0
64489,33.0
64490,27.0
64491,21.0
64492,24.0
64493,31.0
64494,32.0
64495,26.0
64496,29.0
64497,26.0
64498,24.0
64499,28.0
64500,35.0
64501,26.0
64502,30.0
64503,39.0
64504,21.0
64505,37.0
64506,26.0
64507,27.0
64508,27.0
64509,28.0
64510,29.0
64511,27.0
64512,23.0
64513,33.0
64514,22.0
64515,32.0
64516,32.0
64517,33.0
64518,34.0
64519,34.0
64520,25.0
64521,28.0
64522,30.0
64523,26.0
64524,29.0
64525,18.0
64526,31.0
64527,40.0
64528,24.0
64529,25.0
64530,32.0
64531,34.0
64532,25.0
64533,24.0
64534,37.0
64535,30.0
64536,25.0
64537,21.0
64538,24.0
64539,30.0
64540,31.0
64541,24.0
64542,37.0
64543,50.0
64544,30.0
64545,32.0
64546,28.0
64547,41.0
64548,28.0
64549,23.0
64550,31.0
64551,27.0
64552,30.0
64553,30.0
64554,30.0
64555,31.0
64556,23.0
64557,35.0
64558,34.0
64559,27.0
64560,30.0
64561,27.0
64562,51.0
64563,36.0
64564,27.0
64565,24.0
64566,29.0
64567,24.0
64568,25.0
64569,31.0
64570,33.0
64571,48.0
64572,34.0
64573,29.0
64574,36.0
64575,20.0
64576,27.0
64577,26.0
64578,27.0
64579,32.0
64580,29.0
64581,28.0
64582,37.0
64583,27.0
64584,31.0
64585,24.0
64586,23.0
64587,28.0
64588,26.0
64589,27.0
64590,24.0
64591,28.0
64592,27.0
64593,27.0
64594,24.0
64595,28.0
64596,31.0
64597,52.0
64598,35.0
64599,25.0
64600,28.0
64601,28.0
64602,48.0
64603,24.0
64604,25.0
64605,33.0
64606,36.0
64607,27.0
64608,56.0
64609,26.0
64610,26.0
64611,31.0
64612,27.0
64613,30.0
64614,28.0
64615,30.0
64616,25.0
64617,30.0
64618,28.0
64619,31.0
64620,47.0
64621,25.0
64622,32.0
64623,30.0
64624,32.0
64625,26.0
64626,31.0
64627,25.0
64628,31.0
64629,22.0
64630,30.0
64631,26.0
64632,49.0
64633,28.0
64634,32.0
64635,34.0
64636,33.0
64637,32.0
64638,27.0
64639,30.0
64640,34.0
64641,23.0
64642,40.0
64643,33.0
64644,30.0
64645,37.0
64646,35.0
64647,31.0
64648,27.0
64649,25.0
64650,29.0
64651,47.0
64652,31.0
64653,30.0
64654,21.0
64655,27.0
64656,41.0
64657,27.0
64658,28.0
64659,29.0
64660,37.0
64661,25.0
64662,33.0
64663,31.0
64664,28.0
64665,30.0
64666,31.0
64667,31.0
64668,27.0
64669,28.0
64670,27.0
64671,32.0
64672,26.0
64673,23.0
64674,27.0
64675,26.0
64676,24.0
64677,34.0
